Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total"""""
Government,1,1548,Natimuk Primary School,Primary,O,0,2,2,1,6,7,6,2,8,1,1,2,1,5,6,2,5,7,2,4,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Government,1,1549,Murtoa College,Pri/Sec,O,6,5,11,7,2,9,8,9,17,6,4,10,13,2,15,5,5,10,5,8,13,0,0,0,85,16,17,33,16,16,32,17,15,32,17,22.9,39.9,14.8,19.8,34.6,11.8,14,25.8,0,0,0,197.3,282.3
Government,1,1551,Big Hill Primary School,Primary,O,23,13,36,23,35,58,23,18,41,26,24,50,16,11,27,15,17,32,17,18,35,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
Government,1,1552,Clunes Primary School,Primary,O,12,6,18,10,12,22,12,7,19,12,7,19,12,6,18,6,12,18,12,6,18,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
Government,1,1554,Marnoo Primary School,Primary,O,1,2,3,0,1,1,1,0,1,0,0,0,3,3,6,0,1,1,1,2,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Government,1,1560,Beechworth Primary School,Primary,O,6,20,26,13,15,28,14,16,30,14,15,29,18,16,34,14,18,32,16,15,31,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
Government,1,1563,Ardmona Primary School,Primary,O,3,1,4,3,1,4,1,1,2,6,4,10,1,3,4,3,0,3,1,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Government,1,1568,Kilmore Primary School,Primary,O,25,26,51,26,31,57,23,42,65,40,32,72,28,34,62,28,24,52,21,31,52,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
Government,1,1571,Macarthur Primary School,Primary,O,5,6,11,5,7,12,6,5,11,5,8,13,6,4,10,4,5,9,3,4,7,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
Government,1,1574,Barwon Heads Primary School,Primary,O,34,30,64,32,26,58,33,29,62,35,30,65,43,36,79,29,38,67,28,19,47,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
Government,1,1578,Keilor Primary School,Primary,O,58,37,95,58,48,106,30,44,74,49,42,91,31,39,70,40,25,65,29,38,67,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
Government,1,1582,Dunolly Primary School,Primary,O,7,8,15,5,5,10,12,5,17,5,8,13,6,6,12,10,1,11,2,7,9,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Government,1,1583,Springhurst Primary School,Primary,O,1,3,4,0,1,1,3,1,4,3,0,3,3,2,5,2,1,3,2,4,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1585,Dixons Creek Primary School,Primary,O,2,12,14,13,3,16,7,5,12,9,11,20,8,6,14,9,5,14,3,4,7,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Government,1,1588,Trentham District Primary School,Primary,O,10,6,16,6,12,18,10,12,22,8,8,16,4,3,7,3,3,6,8,3,11,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Government,1,1591,Warrenheip Primary School,Primary,O,4,1,5,5,1,6,1,2,3,4,2,6,5,0,5,0,1,1,2,4,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Government,1,1592,Maiden Gully Primary School,Primary,O,54,45,99,36,39,75,43,38,81,30,53,83,36,35,71,34,35,69,19,32,51,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529
Government,1,1595,Rupanyup Primary School,Primary,O,2,5,7,7,3,10,4,3,7,4,1,5,8,5,13,4,1,5,7,2,9,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Government,1,1598,Goornong Primary School,Primary,O,3,4,7,4,2,6,1,8,9,2,3,5,4,2,6,2,8,10,1,4,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,1601,Oakleigh Primary School,Primary,O,36,24,60,33,34,67,30,32,62,17,16,33,24,18,42,17,22,39,26,19,45,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
Government,1,1602,Ceres Primary School,Primary,O,7,7,14,7,9,16,13,11,24,4,7,11,7.6,7,14.6,7,7,14,2,2,4,0,0,0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6
Government,1,1604,Malvern Central School,Primary,O,43,30,73,38,40,78,34,40,74,39,28,67,25,29,54,29,24,53,26,23,49,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448
Government,1,1609,Daylesford Primary School,Primary,O,15,22,37,13,25,38,20,19,39,22,24,46,18,26,44,21,19,40,24,23,47,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Government,1,1612,Mooroopna North Primary School,Primary,O,3,4,7,2,3,5,4,2,6,1,1,2,2,2,4,2,2,4,3,4,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Government,1,1631,Swan Reach Primary School,Primary,O,8,12,20,10,3,13,7,5,12,11,6,17,2,9,11,3,5,8,8,4,12,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Government,1,1637,Amphitheatre Primary School,Primary,O,2,0,2,0,0,0,0,0,0,4,0,4,1,1,2,3,1,4,1,1,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Government,1,1642,Deans Marsh Primary School,Primary,O,4,3,7,6,6,12,7,5,12,5,4,9,1,2,3,5,5,10,7,2,9,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Government,1,1645,Drysdale Primary School,Primary,O,32,44,76,43,43,86,39,33,72,46,42,88,46,48,94,20,36,56,34,37,71,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543
Government,1,1646,St Arnaud Primary School,Primary,O,9,11,20,8,8,16,12,10,22,10,9,19,17.4,13,30.4,13,12,25,10,20,30,0,0,0,162.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.4
Government,1,1652,Nullawarre and District Primary School,Primary,O,8,6,14,2,2,4,5,3,8,2,2,4,3,3,6,2,3,5,2,5,7,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,1660,Macedon Primary School,Primary,O,21,19,40,23,14,37,24,16,40,21,13,34,26,17,43,24,12,36,14,9,23,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
Government,1,1666,Arthurs Creek Primary School,Primary,O,4,3,7,4,4,8,7,6,13,5,4,9,4,3,7,3.8,3,6.8,4,1,5,0,0,0,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8
Government,1,1667,Rye Primary School,Primary,O,38,27,65,25,25,50,37,27,64,26,36,62,32,38,70,29,20,49,32,27,59,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
Government,1,1669,Buxton Primary School,Primary,O,2,1,3,2,2,4,2,3,5,4,2,6,2,1,3,2,3,5,2,1,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1683,Moonambel Primary School,Primary,O,1,1,2,1,1,2,1,2,3,0,0.5,0.5,0,1,1,0,2,2,0,3,3,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
Government,1,1687,Baringhup Primary School,Primary,O,0,1,1,3,0,3,1,1,2,1,0,1,2,1,3,0,2,2,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Government,1,1694,Longford Primary School,Primary,O,8,5,13,5,7,12,7,12,19,10,4,14,12,8,20,10,10,20,9,12,21,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
Government,1,1697,Harkaway Primary School,Primary,O,16,18,34,10,14,24,19,13,32,12.2,15,27.2,12,11,23,12,9,21,16,13,29,0,0,0,190.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2
Government,1,1698,Balnarring Primary School,Primary,O,23,22,45,36,27,63,32,29,61,27,34,61,26,25,51,33,32,65,26,23,49,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
Government,1,1704,Carraragarmungee Primary School,Primary,O,4,6,10,4,1,5,1,6,7,4,5,9,1,1,2,4,4,8,4,2,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Government,1,1706,Euroa Primary School,Primary,O,11,9,20,11,13,24,16,6,22,17,15,32,16,20,36,17,10,27,9,11,20,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
Government,1,1712,Pyramid Hill College,Pri/Sec,O,3,5,8,4,4,8,3,6,9,4,6,10,1,3,4,4,4,8,3,3,6,0,0,0,53,8,9,17,6,6,12,0,8,8,7,5,12,0,0,0,0,0,0,0,0,0,49,102
Government,1,1713,Shepparton East Primary School,Primary,O,22,21,43,15,19,34,19,19,38,15,13,28,10,11,21,12,9,21,9,9,18,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
Government,1,1716,Nicholson Primary School,Primary,O,3,5,8,4,3,7,3,5,8,6,4,10,4,1,5,1,2,3,3,3,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Government,1,1727,Kialla West Primary School,Primary,O,21,16,37,21,13,34,19,16,35,21,17,38,22,9,31,8,14,22,9,13,22,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
Government,1,1739,Miners Rest Primary School,Primary,O,22,28,50,20,21,41,22,18,40,20,14,34,23,15,38,23,12,35,14,11,25,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
Government,1,1742,Glenrowan Primary School,Primary,O,7,12,19,6,4,10,8,12,20,7,5,12,7,10,17,7,6,13,11,6,17,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
Government,1,1743,Warrnambool Primary School,Primary,O,36,37,73,39,32,71,53,43,96,37,32,69,38,41,79,45,38,83,59,41,100,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
Government,1,1764,Devenish Primary School,Primary,O,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Government,1,1771,Undera Primary School,Primary,O,4,2,6,4,1,5,1,1,2,2,0,2,2,1,3,1,4,5,3,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1772,Dederang Primary School,Primary,O,0,0,0,0,5,5,0,3,3,1,2,3,4,0,4,2,6,8,1,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Government,1,1788,Eppalock Primary School,Primary,O,6,2,8,4,6,10,5,4,9,3,3,6,3,3,6,8,0,8,1,2,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Government,1,1801,Silvan Primary School,Primary,O,2,0,2,0,4,4,1,2,3,4,1,5,6,2,8,4,2,6,5,7,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Government,1,1813,Wendouree Primary School,Primary,O,8,11,19,7,10,17,9,8,17,15,11,26,12,7,19,9,11,20,7,9,16,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
Government,1,1814,Lancaster Primary School,Primary,O,12,4,16,6,3,9,5,2,7,7,2,9,4,1,5,5,9,14,3,3,6,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
Government,1,1844,Raywood Primary School,Primary,O,2,3,5,2,1,3,2,2,4,3,3,6,2,2,4,2,1,3,2,3,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Government,1,1848,Drummond Primary School,Primary,O,1,4,5,4,2,6,4,2,6,1,3,4,1,1,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Government,1,1855,Puckapunyal Primary School,Primary,O,25,15,40,13,10,23,14,11,25,12,17,29,12,10,22,8,12,20,14,10,24,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
Government,1,1862,Landsborough Primary School,Primary,O,1,0,1,2,3,5,0,1,1,1,1,2,2,1,3,1,0,1,1,1,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Government,1,1866,Lysterfield Primary School,Primary,O,56,43,99,35,42,77,37,27,64,29,38,67,38,24,62,36,33,69,31,31,62,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
Government,1,1870,Winton Primary School,Primary,O,0,1,1,4,3,7,3,0,3,5,2,7,0,3,3,2,2,4,1,1,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Government,1,1874,Merrigum Primary School,Primary,O,2,4,6,4,2,6,5,2,7,2,6,8,0,6,6,3,4,7,3,1,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Government,1,1883,Bethanga Primary School,Primary,O,5,2,7,0,4,4,5,3,8,6,2,8,6,3,9,4,2,6,3,3,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,1886,Abbotsford Primary School,Primary,O,7,10,17,8,13,21,15,11,26,9,3,12,9,10,19,9,14,23,7,16,23,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Government,1,1887,Newtown Primary School,Primary,O,23,14,37,14,20,34,16,18,34,19,16,35,25,20,45,21,19,40,20,22,42,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
Government,1,1896,Stonnington Primary School,Primary,O,22,12,34,8,12,20,15,14,29,17,10,27,19,9,28,16,12,28,7,15,22,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
Government,1,1901,Narre Warren North Primary School,Primary,O,33,20,53,23,20,43,29,18,47,27,26,53,18,22,40,18,21,39,21,25,46,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
Government,1,1905,Buchan Primary School,Primary,O,2,1,3,4,2,6,2,2,4,1,6,7,0,1,1,4,3,7,0,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1910,Anakie Primary School,Primary,O,2,1,3,2,4,6,2,7,9,2,3,5,10,1,11,3,4,7,2,3,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Government,1,1911,Moolap Primary School,Primary,O,19,11,30,22,11,33,23,11,34,15,16,31,13,19,32,17,11,28,12,19,31,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
Government,1,1912,Footscray City Primary School,Primary,O,38,28,66,28,21,49,18,16,34,14,13,27,12,17,29,15,13,28,11,8.4,19.4,0,0,0,252.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.4
Government,1,1913,Newham Primary School,Primary,O,8,15,23,8,9,17,5,6,11,8,9,17,10,9,19,6,6,12,7,13,20,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
Government,1,1915,Plenty Parklands Primary School,Primary,O,64,54,118,61,47,108,63,51,114,57,56,113,64,46,110,42,58,100,53,59,112,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
Government,1,1916,White Hills Primary School,Primary,O,57,35,92,56,33,89,41,48,89,34.2,49,83.2,32,46,78,41,39,80,36,24,60,0,0,0,571.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.2
Government,1,1918,Mount Egerton Primary School,Primary,O,0,1,1,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Government,1,1924,Drouin Primary School,Primary,O,32,20,52,20,21,41,20,32.1,52.1,15,26,41,23,19,42,15,16,31,21,17,38,0,0,0,297.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.1
Government,1,1938,Wunghnu Primary School,Primary,O,0,1,1,1,1,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Government,1,1943,Maroona Primary School,Primary,O,2,2,4,2,3,5,0,4,4,0,4,4,5,2,7,1,1,2,1,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Government,1,1951,Jindivick Primary School,Primary,O,5,4,9,4,5,9,5,4,9,7,1,8,5,1,6,3,3,6,4,5,9,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Government,1,1954,Talgarno Primary School,Primary,O,0,1,1,0.2,1,1.2,0,2,2,0,0,0,0.2,0,0.2,1.2,0,1.2,1,0,1,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
Government,1,1960,Bungaree Primary School,Primary,O,0,1,1,0,1,1,3,1,4,1,3,4,3,2,5,2,2,4,1,1,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,1961,Little River Primary School,Primary,O,11,5,16,11,10,21,6,7,13,13,8,21,10,6,16,9,9,18,10,5,15,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Government,1,1967,Cowwarr Primary School,Primary,O,1,0,1,2,1,3,1,2,3,0,3,3,3,1,4,1,1,2,2,1,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,1975,Morang South Primary School,Primary,O,45,39,84,43,33,76,30,21,51,32,27,59,37,22,59,25,25,50,29,32,61,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
Government,1,1976,Camp Hill Primary School,Primary,O,32,25,57,27,28,55,23,24,47,21,30,51,25,30,55,30,20,50,29.4,15,44.4,0,0,0,359.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.4
Government,1,2005,Pyalong Primary School,Primary,O,8,1,9,3,4,7,2,1,3,5,2,7,1,0,1,1,2,3,1,6,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Government,1,2015,Winchelsea Primary School,Primary,O,6,12,18,11,10,21,9,11,20,14,7,21,10,9,19,11,11,22,7,15,22,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Government,1,2017,Buln Buln Primary School,Primary,O,19,9,28,13,15,28,13,17,30,9,14,23,13,9,22,9,7,16,13,14,27,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
Government,1,2022,Macarthur Street Primary School,Primary,O,9,4,13,18,9,27,7,4,11,6,9,15,2,5,7,4,7,11,7,2,9,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Government,1,2028,Elliminyt Primary School,Primary,O,15,13,28,20,12,32,10,14,24,13,18,31,5,21,26,8,18,26,11,10.8,21.8,0,0,0,188.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.8
Government,1,2033,Mornington Primary School,Primary,O,46,55,101,30,31,61,38,30,68,35,21,56,35,28,63,27,31,58,28,23,51,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
Government,1,2035,Hamilton North Primary School,Primary,O,20,21,41,20,10,30,33,24,57,25,16,41,24,22,46,17,22,39,18,13,31,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
Government,1,2037,Mount Blowhard Primary School,Primary,O,1,7,8,10,6,16,6,5,11,9,4,13,5,4,9,3,4,7,4,4,8,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
Government,1,2041,Creswick North Primary School,Primary,O,2,4,6,3,3,6,4,2,6,5,4,9,5,5,10,2,4,6,1,4,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,2043,Black Hill Primary School,Primary,O,39,36,75,42,40,82,38,43,81,45,40,85,31,44,75,36,37,73,34,41,75,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546
Government,1,2048,Brighton Beach Primary School,Primary,O,32,33,65,24,29,53,26,31,57,44,34,78,37,30,67,20,28,48,29,17,46,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
Government,1,2051,Castlemaine North Primary School,Primary,O,22,9,31,19,18,37,19,20,39,24,20,44,1,17,18,16,15,31,14,9,23,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
Government,1,2054,Yarrambat Primary School,Primary,O,49,39,88,43,54,97,36,42.4,78.4,36,40,76,45.6,35,80.6,31,26,57,30,29,59,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536
Government,1,2056,Thoona Primary School,Primary,O,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Government,1,2058,Casterton Primary School,Primary,O,8,8,16,14,13,27,14,8,22,6,17,23,8,12,20,7,7,14,7,16,23,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
Government,1,2060,Nathalia Primary School,Primary,O,1,4,5,10,7,17,7,8,15,10,4,14,6,7,13,9,11,20,15,5,20,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Government,1,2061,Chilwell Primary School,Primary,O,30,29,59,19,39,58,25,19,44,25,32,57,31,22,53,31,19,50,26,24,50,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
Government,1,2062,Greensborough Primary School,Primary,O,11,13,24,12,10,22,20,10,30,11,12,23,11,8,19,13.4,14,27.4,11,12,23,0,0,0,168.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.4
Government,1,2065,Teesdale Primary School,Primary,O,12,7,19,16,11,27,12,12,24,13,13,26,14,10,24,18,12,30,10,14,24,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
Government,1,2068,Cranbourne Primary School,Primary,O,20,18,38,18,11,29,15,14,29,19,19,38,22,15,37,21,15,36,17,17,34,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
Government,1,2069,Katamatite Primary School,Primary,O,5,3,8,3,3,6,4,2,6,2,0,2,1,6,7,2,4,6,3,2,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Government,1,2072,Buangor Primary School,Primary,O,5,4,9,0,3,3,3,8,11,0,0,0,1,3,4,1,2,3,3,3,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Government,1,2087,Leitchville Primary School,Primary,O,1,2,3,2,0,2,1,2,3,4,0,4,1,2,3,1,3,4,0,2,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,2090,Whittlesea Primary School,Primary,O,31,31,62,42,22,64,32,19,51,24,20,44,36,31,67,21,21,42,39,18,57,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387
Government,1,2093,Little Bendigo Primary School,Primary,O,5,8,13,7,2,9,6,4,10,11,7,18,5,4,9,2,3,5,4,4,8,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
