Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total"""""
Government,1,4060,Wattle Glen Primary School,Primary,O,6,13,19,12,11,23,7,7,14,10,10,20,10.2,7,17.2,6,2,8,7,8,15,0,0,0,116.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.2
Government,1,4062,Hampton Park Primary School,Primary,O,28,22,50,35,22,57,23,34,57,22,32,54,24,17,41,14,19,33,20,25,45,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
Government,1,4064,Colac West Primary School,Primary,O,8,10,18,6,5,11,5,9,14,9,10,19,9.6,7,16.6,14,4,18,10,5,15,0,0,0,111.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.6
Government,1,4087,Ripponlea Primary School,Primary,O,16,13,29,19,16,35,18,29,47,18,21,39,24,27,51,17,19,36,18,19,37,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Government,1,4098,Noojee Primary School,Primary,O,1,1,2,1,1,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Government,1,4112,Montmorency Primary School,Primary,O,39,43,82,15,16,31,12,11,23,10,7,17,15,11,26,13,7,20,9,3,12,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
Government,1,4117,Moriac Primary School,Primary,O,15,15,30,12,14,26,16,11,27,16,13,29,20,17,37,10,19,29,14,16,30,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
Government,1,4120,Ringwood North Primary School,Primary,O,39,33,72,32,36,68,47,30,77,32.6,38,70.6,42,41,83,41,33,74,31,38,69,0,0,0,513.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.6
Government,1,4123,Red Cliffs East Primary School,Primary,O,11,9,20,8,14,22,14,7,21,14,6,20,4,7,11,5,11,16,5,8,13,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Government,1,4139,Lloyd Street Primary School,Primary,O,26,38,64,45.2,38,83.2,38,36,74,56,30,86,42,32,74,24,25,49,40,38,78,0,0,0,508.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.2
Government,1,4143,Bayswater North Primary School,Primary,O,24,24,48,18,23,41,24,24,48,31,28,59,28,22,50,26,17,43,26,25,51,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
Government,1,4158,Westbreen Primary School,Primary,O,30,22,52,25,16,41,19,16,35,15,15,30,13,16,29,8,14,22,17.4,19,36.4,0,0,0,245.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.4
Government,1,4159,Point Cook Prep - Year 9 College,Pri/Sec,O,91,73,164,78,90,168,98,66,164,86,89,175,89,74,163,83.4,80,163.4,69,73.4,142.4,0,0,0,1139.8,45,45,90,56,36,92,40,41,81,0,0,0,0,0,0,0,0,0,0,0,0,263,1402.8
Government,1,4160,Footscray North Primary School,Primary,O,31,24,55,22,21,43,35,26,61,24,18,42,23,17,40,23,17,40,21,12,33,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314
Government,1,4164,Piangil Primary School,Primary,O,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Government,1,4169,Airly Primary School,Primary,O,1,3,4,1,1,2,0,2,2,3,1,4,0,1,1,1,0,1,0,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Government,1,4170,Camberwell South Primary School,Primary,O,34,36,70,35,37,72,32,40.2,72.2,39,43,82,35.4,35,70.4,31,35,66,40,35,75,0,0,0,507.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.6
Government,1,4171,Parkdale Primary School,Primary,O,47,44,91,46,34,80,39,42,81,48,38,86,35,54,89,33,28,61,40,36,76,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
Government,1,4176,Hughesdale Primary School,Primary,O,36,38,74,40,43,83,44,37,81,33,47,80,25,36,61,37,36,73,34,33,67,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
Government,1,4177,Westgarth Primary School,Primary,O,42,43,85,56,34,90,54,53,107,44,43,87,44,53,97,41,26,67,35,31,66,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599
Government,1,4183,Auburn South Primary School,Primary,O,47,53,100,61,47,108,50,53,103,52,56,108,42,35,77,50,45,95,39,35,74,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665
Government,1,4193,Aspendale Primary School,Primary,O,30,51,81,37,31,68,42,40,82,37,31,68,28,33,61,23,32,55,33,22,55,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
Government,1,4212,Eltham North Primary School,Primary,O,36,45,81,49,31,80,37,43,80,49,40,89,57,23,80,46,34,80,41,44,85,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
Government,1,4215,Merrivale Primary School,Primary,O,19,17,36,20,17,37,11,18,29,12,13,25,20,23,43,21,6,27,20,17,37,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
Government,1,4217,Dandenong West Primary School,Primary,O,26,26,52,17.4,16,33.4,28,19,47,19,23,42,29,19,48,18,17,35,16,25,41,0,0,0,298.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.4
Government,1,4219,Yarra Road Primary School,Primary,O,30,21,51,32,29,61,24,28,52,28,24,52,20,20,40,26,25,51,26,27,53,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
Government,1,4220,Aberfeldie Primary School,Primary,O,29,22,51,22,23,45,20,22,42,17,21,38,24,20,44,29.4,18,47.4,24,19,43,0,0,0,310.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.4
Government,1,4224,Manifold Heights Primary School,Primary,O,32,31,63,29,35,64,36,28,64,25,22,47,22,20,42,24,28,52,23,25,48,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
Government,1,4226,Nungurner Primary School,Primary,O,2,3,5,1,5,6,0,0,0,3,3,6,0,0,0,0,0,0,1,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Government,1,4257,Dingley Primary School,Primary,O,26.6,29,55.6,20,35,55,34,25,59,28,28,56,27,20,47,26,25,51,17,22,39,0,0,0,362.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.6
Government,1,4263,Cardross Primary School,Primary,O,8,7,15,7,5,12,10,3,13,5,6,11,7,14,21,7,2,9,7,4,11,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
Government,1,4265,Albion Primary School,Primary,O,8,13,21,7,15,22,15,7,22,10,12,22,11,11,22,12,7,19,7,6,13,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Government,1,4269,Lemnos Primary School,Primary,O,1,0,1,1,0,1,1,2,3,0,0,0,0,1,1,3,1,4,2,2,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Government,1,4275,Tarwin Lower Primary School,Primary,O,3,4,7,2,2,4,4,2,6,5,2,7,0,2,2,4,4,8,2,3,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Government,1,4290,Nepean Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19.2,41.2,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,20,51.8,51.8,93
Government,1,4304,Brunswick South West Primary School,Primary,O,41,27,68,33,32,65,20,35,55,17,34,51,17,19,36,26,19,45,13,18,31,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
Government,1,4309,Bell Primary School,Primary,O,51,45,96,49,39,88,37,29,66,42,37,79,24,27,51,21.6,19,40.6,15,17,32,0,0,0,452.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.6
Government,1,4314,Chatham Primary School,Primary,O,39.2,24,63.2,43,20,63,36,26,62,24,37,61,30,27,57,45,26,71,44,18,62,0,0,0,439.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.2
Government,1,4315,Caulfield South Primary School,Primary,O,42,49,91,26,33,59,37,31,68,46,37,83,39,24,63,31,32,63,30,29,59,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
Government,1,4317,Ashburton Primary School,Primary,O,44,50,94,48,36,84,43,43,86,37,38,75,26,31,57,40,49,89,37,35,72,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
Government,1,4318,Bentleigh West Primary School,Primary,O,34,39,73,40,27,67,41,43,84,45,29,74,56,42,98,37,26,63,25,38,63,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
Government,1,4324,Seaspray Primary School,Primary,O,1,0,1,2,1,3,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Government,1,4332,Anglesea Primary School,Primary,O,8,8,16,7,12,19,8,9,17,8,6,14,11,9,20,9,5,14,6,6,12,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
Government,1,4341,Briar Hill Primary School,Primary,O,22,19,41,19,15,34,23,15,38,15,11,26,14,14,28,14,12,26,13,16,29,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Government,1,4359,Zeerust Primary School,Primary,O,1,0,1,0,1,1,1,3,4,0,4,4,2,0,2,0,0,0,1,1,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Government,1,4366,Mckinnon Primary School,Primary,O,65,64,129,50,50,100,64,56,120,53,63,116,56,46,102,71,59,130,75,73,148,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845
Government,1,4384,Clayton South Primary School,Primary,O,6,9,15,5,11,16,6,8,14,6,10,16,9,7,16,8,6,14,9,12,21,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
Government,1,4386,Ivanhoe East Primary School,Primary,O,30,34,64,31,36,67,50,38,88,44,38,82,46,40,86,40,28,68,44,32,76,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
Government,1,4387,Cobains Primary School,Primary,O,5,4,9,10,3,13,3,5,8,3,1,4,6,2,8,3,5,8,3,6,9,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Government,1,4389,Mildura South Primary School,Primary,O,39,46,85,54,39,93,54,44,98,62,52,114,48,34,82,48,31,79,44,40,84,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635
Government,1,4398,Tate Street Primary School Geelong,Primary,O,20,11,31,9,7,16,10,3,13,13,3,16,3,7,10,11,5,16,9,7,16,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
Government,1,4399,Brunswick North West Primary School,Primary,O,28,32,60,24,28,52,22.1,19,41.1,20,15,35,20,18,38,24,17,41,15,18,33,0,0,0,300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.1
Government,1,4401,Katandra West Primary School,Primary,O,3,7,10,5,6,11,5,7,12,5,10,15,3,6,9,5,5,10,3,2,5,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
Government,1,4407,Fleetwood Primary School,Primary,O,23,28,51,23,17,40,26,33,59,17,19,36,20,23,43,26,21,47,23,26,49,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
Government,1,4416,Sunnycliffs Primary School,Primary,O,2,3,5,3,2,5,3,0,3,3,0,3,1,0,1,2,2,4,3,2,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,4429,Sandringham East Primary School,Primary,O,41,40,81,23,33,56,45,24,69,37,29,66,28,35,63,29,35,64,29,28,57,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
Government,1,4440,Seaholme Primary School,Primary,O,35,31,66,24,26,50,26,21,47,23,17,40,18,18,36,20,17,37,26,18,44,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
Government,1,4458,Somers Primary School,Primary,O,25.6,26.5,52.1,14,18.8,32.8,18,21.8,39.8,14,14.5,28.5,17,17,34,20,18,38,17,14,31,0,0,0,256.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.2
Government,1,4530,Upwey Primary School,Primary,O,4,7,11,3,4,7,6,7,13,11,6,17,8,6,14,5,5,10,2,5,7,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
Government,1,4543,Coburg North Primary School,Primary,O,30,36,66,29,20,49,13,20,33,17,18,35,22,7,29,13,12,25,10,8,18,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
Government,1,4568,Rosanna Primary School,Primary,O,24,29,53,25,19,44,17,40,57,17,33,50,26,19,45,23,22,45,22,19,41,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Government,1,4582,Wantirna South Primary School,Primary,O,27,25,52,18,15,33,21,14,35,13,14,27,17,10,27,16,16,32,14,15,29,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
Government,1,4612,Strathmore Primary School,Primary,O,27,30,57,28,25,53,45,41,86,37,25,62,46.4,32,78.4,39,33,72,39,24,63,0,0,0,471.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.4
Government,1,4638,Balwyn North Primary School,Primary,O,29,22,51,28,28,56,25,18.4,43.4,26,23,49,31,25,56,41,22,63,43,34,77,0,0,0,395.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.4
Government,1,4641,Solway Primary School,Primary,O,38,35,73,38,30,68,47,36,83,42,30,72,30,19,49,29,26,55,30,19.2,49.2,0,0,0,449.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.2
Government,1,4642,Wangaratta West Primary School,Primary,O,27,26,53,27,21,48,27,18,45,21,30,51,31,20,51,19,24,43,18,21,39,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
Government,1,4644,Mount Beauty Primary School,Primary,O,13.4,12,25.4,7,17,24,10,22,32,15,8,23,14,13,27,8,15,23,14,12,26,0,0,0,180.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.4
Government,1,4646,Newlands Primary School,Primary,O,10,12,22,10,11,21,11.2,10,21.2,11,7,18,6,6,12,7,4,11,6,2,8,0,0,0,113.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.2
Government,1,4650,Newborough Primary School,Primary,O,7,4,11,18,10,28,12,5,17,13,9,22,10,12,22,11,11,22,9.6,14,23.6,0,0,0,145.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.6
Government,1,4652,Traralgon (Stockdale Road) Primary School,Primary,O,39,30,69,40,37,77,38,41,79,39.8,41,80.8,36.4,36,72.4,39,24,63,32,37,69,0,0,0,510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.2
Government,1,4657,Gowrie Street Primary School Shepparton,Primary,O,21.4,24,45.4,19,19,38,14,16,30,24,19,43,26,21,47,22,15,37,15,20,35,0,0,0,275.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.4
Government,1,4661,Tootgarook Primary School,Primary,O,15,19,34,26,14,40,11,30,41,27,22,49,16,16,32,13,14,27,14,13,27,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
Government,1,4662,Moe (South Street) Primary School,Primary,O,27,26,53,29,18,47,13,22,35,22,18.8,40.8,17,19,36,13,19,32,25.8,12,37.8,0,0,0,281.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.6
Government,1,4663,Roslyn Primary School,Primary,O,18,24,42,15.4,7.6,23,18,21,39,11,8,19,16,4,20,12,5,17,16,11,27,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
Government,1,4665,Newport Gardens Primary School,Primary,O,40,38,78,55,49,104,26,26,52,24,19,43,20,16,36,17,17,34,15,14,29,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
Government,1,4666,St Georges Road Primary School Shepparton,Primary,O,35,26,61,34,31,65,33,35,68,26,27,53,30,35,65,33,17,50,27,18,45,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
Government,1,4669,Malvern Valley Primary School,Primary,O,22,14,36,18,24,42,22,17,39,16,14,30,15,15,30,10,10,20,16,7,23,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
Government,1,4670,Newborough East Primary School,Primary,O,25,29,54,17,21,38,23,23,46,25,21,46,20,21,41,21,22,43,31,27,58,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
Government,1,4675,Belmore School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,8,17.6,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,9.8,24.2,24.2,41.8
Government,1,4679,Croxton Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,13.4,62.2,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,41.7,106.7,106.7,168.9
Government,1,4680,Tobruk Street Primary School - Morwell,Primary,O,4,9,13,6,6,12,5,5,10,11,4,15,4,5,9,5,4,9,4,9,13,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Government,1,4681,Herne Hill Primary School,Primary,O,25,17,42,14,16,30,23,22,45,9,16,25,19,13,32,21,17,38,18,24,42,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Government,1,4682,Frankston East Primary School,Primary,O,14,16,30,11,14,25,17,15,32,11,16,27,19,14,33,12,14,26,17,11,28,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
Government,1,4685,Selby Primary School,Primary,O,13,25,38,17,13,30,25,14,39,21,14,35,26,9,35,17,19,36,12,12,24,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
Government,1,4686,Reservoir East Primary School,Primary,O,11,13,24,11,9,20,13,11,24,13,11,24,11,5,16,9,12,21,10,8,18,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
Government,1,4687,Tucker Road Bentleigh Primary School,Primary,O,58,37,95,45,55,100,43,42,85,44,42,86,31,27,58,42,34,76,35,36,71,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
Government,1,4689,Katunga Primary School,Primary,O,4,7,11,5,11,16,9.4,3,12.4,10,10,20,7,5,12,5,5,10,6,3,9,0,0,0,90.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4
Government,1,4690,Ballarat North Primary School,Primary,O,27,22,49,35,32,67,26,26,52,39,29,68,23,24,47,34,31,65,17,23,40,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388
Government,1,4691,Bandiana Primary School,Primary,O,20,22,42,19,17,36,25,16,41,11,13,24,18,11,29,9,3,12,6,8,14,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
Government,1,4692,Morwell Primary School,Primary,O,10,17,27,15,5,20,14,11,25,11,9,20,7,7,14,11,7,18,14,5,19,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Government,1,4694,Greythorn Primary School,Primary,O,42,50,92,40,37,77,43,44,87,56,37,93,35,36,71,54,36,90,38,31,69,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579
Government,1,4695,Warragul North Primary School,Primary,O,43,38,81,42,36,78,54,47,101,39,30,69,43,44,87,37,31,68,29,36,65,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549
Government,1,4697,Horsham West and Haven Primary School,Primary,O,51,43,94,49,45,94,49,50,99,38,54,92,54,48,102,48,39,87,56,40,96,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664
Government,1,4699,Traralgon (Kosciuszko Street) Primary School,Primary,O,18,17,35,21,13,34,23,31,54,26,21,47,25,18,43,17,13,30,24,15,39,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
Government,1,4700,Traralgon (Liddiard Road) Primary School,Primary,O,24,18,42,27,25,52,17,26,43,33.4,20,53.4,20,27,47,23.4,24,47.4,23,31,54,0,0,0,338.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.8
Government,1,4702,Eastwood Primary School,Primary,O,33,25,58,21,25,46,18,31,49,25,24.4,49.4,19,16,35,24,13,37,28,21,49,0,0,0,323.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.4
Government,1,4704,Pascoe Vale South Primary School,Primary,O,29,14,43,21,21,42,33,19,52,26,25,51,25,25,50,21,20,41,16,27,43,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
Government,1,4705,Yellingbo Primary School,Primary,O,1,0,1,0,1,1,3,1,4,4,1,5,4,1,5,3,0,3,1,2,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Government,1,4709,Lalor Primary School,Primary,O,20,21,41,16,17,33,17,16,33,23,19,42,12,23,35,21,23,44,28,17,45,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
Government,1,4711,Reservoir West Primary School,Primary,O,61,37,98,41.4,32,73.4,60,48,108,47,42,89,32,39,71,37,17,54,20,19,39,0,0,0,532.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.4
Government,1,4712,Coatesville Primary School,Primary,O,51,37,88,68,46,114,65,54,119,66,53,119,49,46,95,47,43,90,46,36,82,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707
Government,1,4715,Old Orchard Primary School,Primary,O,45,36,81,35,47,82,34,43,77,44,30,74,41,41,82,41,46.4,87.4,34,41,75,0,0,0,558.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.4
Government,1,4716,Huntingdale Primary School,Primary,O,30,27,57,32,25,57,35,23,58,24,17,41,20,18,38,12,16,28,12,18.4,30.4,0,0,0,309.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.4
Government,1,4717,Box Hill North Primary School,Primary,O,19,18,37,23,19,42,20,23,43,27,16,43,12,24,36,10,20,30,24,19,43,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Government,1,4718,Ferntree Gully North Primary School,Primary,O,38,26,64,35,37,72,35.6,20,55.6,30,22,52,30,17,47,18,18,36,22,18,40,0,0,0,366.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6
Government,1,4720,Ararat West Primary School,Primary,O,16,15,31,11,16,27,14,16,30,14,14,28,18,16,34,18,13,31,18,23,41,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Government,1,4721,Oak Park Primary School,Primary,O,29,25,54,35,30,65,32,20,52,39,26,65,19,34,53,21,34,55,26,24,50,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
Government,1,4723,Dandenong North Primary School,Primary,O,58,64,122,60,58,118,61.2,52,113.2,55,59,114,51,55,106,34,48,82,35,53,88,0,0,0,743.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.2
